Id	idConcept	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	UF1	UF2	UF3	UF4	UF5	UF6	UF7	RT1	RT2	RT3	RT4	RT5	RT6	RT7	RT8	RT9	RT10	RT11	RT12	RT13	LANG1	LANG2	LANG3	LANG4	LANG5	LANG6	NOTE1	NOTE2	NOTE3	NOTE4	
5354	13115					affranchi privé																										liberto di un privato(it)	liberto privado(es)	private freedman(en)	privater Freigelassener(de)	privévrijgelatene(nl)	طَليق خاص(ar)				
5355	13116					affranchi public																										liberto pubblico(it)	liberto público(es)	öffentlicher Freigelassener(de)	public freedman(en)	publieke vrijgelatene(nl)	طَليق عام(ar)				
5356	13117					affranchi sacré																										geweihter Freigelassener(de)	gewijde vrijgelatene(nl)	liberto sacro(it)	liberto sagrado(es)	sacred freedman(en)	طَليق قدسي(ar)				
5357	14025					condition d'affranchi																										condición de liberto(es)	condizione di liberto(it)	freedman condition(en)	Lage der Freigelassenen(de)	toestand van de vrijgelatenen(nl)	شرط الطَليق(ar)				
5358	16774					rôle de l'affranchi																										papel del liberto(es)	role of the freedman(en)	Rolle der Freigelassenen(de)	rol van de vrijgelatene(nl)	ruolo di liberto(it)	دور الطَليق (ar)				
5359	13163				ambacte														ambactitude													ambacto(es)	ambactus(en)	ambactus(it)	ambactus(nl)	Hofhöriger(de)	مُرافق محارب نبيل(ar)	Dans la société gauloise, compagnon dévoué d'un guerrier noble (Lar.)			
5360	178468				caste																											casta(es)	casta(it)	caste(en)	kastenstelsel(nl)			groupe social hiérarchisé, endogame et héréditaire (d'après Wikipedia).			
5361	13855				chevalier														cavalier	ordre équestre												eques(it)	jinete(es)	knight(en)	ridder(nl)	Ritter(de)	مُواطن من فئة الخيالة(ar)	Citoyen romain de l'ordre équestre ; Au Moyen Age noble admis dans l'ordre de la chevalerie (Lar.)			
5362	15041					hippeis																										hippeis(en)	hippeis(es)	hippeis(it)	hippeis(nl)	Hippeis(de)	مروضي الأحصنة(ar)				
5363	13895				citoyen														citoyenneté													Bürger(de)	citizen(en)	cittadino(it)	ciudadano(es)	stedeling(nl)	مُواطن(ar)	Dans l'Antiquité, personne qui jouissait du droit de cité (Lar.)			
5364	16011					ordre équestre						equites							cavalier	chevalier												equestrian order(en)	orden ecuestre(es)	ordine equestre(it)	ridderstand(nl)	Ritterstand(de)	فئة فارس(ar)				
5365	16009					ordre sénatorial																										orden senatorial(es)	ordine senatoriale(it)	Senatorenstand(de)	senatorial order(en)	senatoriële stand(nl)	فئة سيناتور(ar)				
5366	13927				clientèle														clientélisme													cliënteel(nl)	clientela(es)	clientela(it)	clientele(en)	Klientel(de)	عملاء(ar)	Personne ou famille qui, à Rome, se mettait sous la protection d'un patricien, ou patron (Lar.)			
5367	13925					client																										client(en)	cliënt(nl)	cliente(es)	cliente(it)	Klient(de)	عميل(ar)				
5368	14637				esclave							doulos	servus						affranchi/esclave	esclavage	mariage d'esclaves	vente d'esclave										esclavo(es)	schiavo(it)	Sklave(de)	slaaf(nl)	slave(en)	عَبْد(ar)				
5369	14026					condition d'esclave																										condición de esclavo(es)	condizione di schiavo(it)	Lage der Sklaven(de)	servile condition(en)	toestand van de slaaf(nl)	شرط العبد(ar)				
5370	14626						entrave																									atadura(es)	beperking(nl)	collare(it)	Fessel(de)	fetter(en)	قيد(ar)				
5371	14631						ergastule												prison													Ergasterion(de)	ergástula(es)	ergastulum(en)	ergastulum(it)	ergastulum(nl)	ثكنة عبيد(ar)	est une caserne servant à l'hébergement des groupes d'esclaves employés aux travaux des champs dans l'Italie antique.  C'est aussi une prison souterraine dans l'Antiquité romaine (wikipédia)			
5372	14638					esclave fugitif													délit de fuite													entlaufener Sklave(de)	esclavo fugitivo(es)	runaway slave(en)	schiavo fuggitivo(it)	voortvluchtige slaaf(nl)	عبد هارب (ar)				
5373	14639					esclave impérial																										esclavo imperial(es)	Imperial slave(en)	Kaisersklave(de)	keizerlijke slaaf(nl)	schiavo imperiale(it)	عبد هارب(ar)				
5374	14640					esclave privé													familia rustica	familia urbana												esclavo privado(es)	private slave(en)	Privatsklave(de)	privéslaaf(nl)	schiavo di un privato(it)	عبد خاص(ar)				
5375	14641					esclave public																										esclavo púbilco(es)	öffentlicher Sklave(de)	public slave(en)	publieke slaaf(nl)	schiavo pubblico(it)	عبد عام(ar)				
5376	14642					esclave rural													familia rustica													esclavo rural(es)	landbouwslaaf(nl)	Landsklave(de)	rural slave(en)	schiavo rurale(it)	عبد ريفي(ar)				
5377	14643					esclave sacré						hiérodoulos	hiérodule																			esclavo sagrado(es)	geweihter Sklave(de)	gewijde slaaf(nl)	sacred slave(en)	schiavo sacro(it)	عبد قدسي(ar)				
5378	16775					rôle de l'esclave													emploi													papel del esclavo(es)	role of the slave(en)	Rolle der Sklaven(de)	rol van de slaaf(nl)	ruolo di schiavo(it)	دور العبد(ar)				
5379	178044				groupe social minoritaire							minorité	minorités																									En droit international, une minorité est un groupement de personnes liées entre elles par des affinités religieuses, linguistiques, ethniques, politiques, englobées dans une population plus importante d'un État, de langue, d'ethnie, de religion, de politique différentes. (WP le 10/07/2018)			
5380	178045					minorité ethnique																																			
5381	178046					minorité religieuse																																			
5382	15040				hilote																											heloot(nl)	helot(en)	Helote(de)	hilota(es)	ilota(it)	رقيق في إسبرطة(ar)	Serf de l'Etat, à Sparte (Lar.)			
5383	15091				homme libre																											freeman(en)	freier Mann(de)	hombre libre(es)	uomo libero(it)	vrij man(nl)	إنسان حر(ar)				
5384	15895				noble														noblesse													Adliger(de)	edelman(nl)	nobile(it)	noble(en)	noble(es)	نبيل(ar)				
5385	16141				patricien																											patrician(en)	patriciër(nl)	patricio(es)	Patrizier(de)	patrizio(it)	شريف روماني(ar)	Citoyen romain issu des plus anciennes familles de Rome (Lar.)			
5386	16147				patronat																											patronaat(nl)	patronage(en)	Patronat(de)	patronato(es)	patronato(it)	أرباب العمل(ar)				
5387	15630					maître																										amo(es)	Herr(de)	master(en)	meester(nl)	padrone(it)	سَيِّد(ar)				
5388	16145					patron													patron/affranchi													baas(nl)	patron(en)	Patron(de)	patrono(es)	patrono(it)	رب عمل(ar)				
5389	18309				périèque																											perieco(es)	perieco(it)	perioekus(en)	perioik(nl)	Periöke(de)	أحرار من غير المواطنين(ar)	Habitant de la cité grecque qui ne jouissait pas des droits de citoyenneté (L			
5390	16299				plébéien														plèbe													Plebäer(de)	plebeian(en)	plebejer(nl)	plebeo(it)	plebeyo(es)	عامِّي روماني(ar)				
5391	16434				propriétaire																											Besitzer (von Leibeigenen)(de)	bezitter(nl)	propietario(es)	proprietario(it)	proprietor(en)	مالِك(ar)				
5392	16889				serf																											Leibeigener(de)	lijfeigene(nl)	serf(en)	servo(it)	siervo(es)	قِن(ar)				
5393	18271			mode de vie																												Lebensweise(de)	levenswijze(nl)	lifestyle(en)	modo de vida(es)	modo di vita(it)	نمط معيشة(ar)				
5394	18272				nomadisme														nomade													Nomadentum(de)	nomadism(en)	nomadisme(nl)	nomadismo(es)	nomadismo(it)	الترحال(ar)				
5395	18273				pastoralisme														berger	saisonnier	élevage											pastoralism(en)	pastoralisme(nl)	pastoralismo(es)	pastoralismo(it)	Pastoralismus(de)	الرعي(ar)				
5396	17186				sédentarisation														sédentaire													adoption of a sedentary lifestyle(en)	permanente vestiging(nl)	sedentarización(es)	sedentarizzazione(it)	Sesshaftwerdung(de)	الاستقرار(ar)				
5397	17523				vie privée																											private life(en)	Privatleben(de)	privéleven(nl)	vida privada(es)	vita privata(it)	حياة خاصة(ar)				
5398	17524				vie publique																											öffentliches Leben(de)	public life(en)	publiek leven(nl)	vida pública(es)	vita pubblica(it)	حياة عامة(ar)				
5399	16017			organisation sociale								organisation de la société							famille													organización social(es)	organizzazione sociale(it)	sociale organisatie(nl)	social organization(en)	soziale Organisation(de)	تنظيم اجتماعي(ar)				
5400	13909				clan																											clan(en)	clan(es)	clan(it)	clan(nl)	Klan(de)	قبيلة (ar)	Groupement de personnes ayant entre elles un rapport de parenté soit du point de vue du père, soit du point de vue de la mère (Lar.)			
5401	13995				communauté																											community(en)	comunidad(es)	comunità(it)	gemeenschap(nl)	Gemeinschaft(de)	طائفة(ar)	Groupe de gens qui ont des intérêts communs (Lar.)			
5402	13996					communauté rurale																										comunidad rural(es)	comunità rurale(it)	landbouwgemeenschap(nl)	Landgemeinde(de)	rural community(en)	طائفة ريفية(ar)				
5403	14659				ethnie																											ethnic group(en)	Ethnie(de)	etnia(es)	etnia(it)	etnische groep(nl)	عِرق(ar)				
5404	16218				phratrie																											fratria(it)	fratría(es)	Phratria(nl)	Phratrie(de)	phratry(en)	بَطن(ar)	Subdivision de la tribu ; réunion de plusieurs clans (Lar.)			
5405	178469				tribalisme																											tribalism(en)	tribalismo(es)					forme d'organisation sociale existant avant la formation de l'État, basée sur la tribu.(CNRTL)			
5406	17389					tribu																										stam(nl)	Stamm(de)	tribe(en)	tribu(es)	tribù(it)	عشيرة(ar)	Division topographique du peuple romain ; subdivision ethnique des peuples grecs ; groupe social et politique fondé sur la parenté ethnique (Rob.)			
5407	177890				vie de cour														courtisane	palais	royauté	courtisan																			
5408	17059			structure sociale								structures sociales																				estructura social(es)	sociale structuur(nl)	social structure(en)	Sozialstruktur(de)	struttura sociale(it)	بنية اجتماعية(ar)				
5409	13918				classe sociale														groupes sociaux													clase social(es)	classe sociale(it)	Gesellschaftsklasse(de)	social class(en)	sociale klasse(nl)	طبقة اجتماعية(ar)				
5410	13913					classe dépendante						dépendante	pauvre																			afhankelijke klasse(nl)	beherrschte Klasse(de)	clase dependiente(es)	classe subalterna(it)	subordinate class(en)	طبقة تَبَعية (ar)				
5411	13914						classe inférieure					inférieure																				clase inferior(es)	classe inferiore(it)	lagere klasse(nl)	lower class(en)	Unterschicht(de)	طبقة سفلى(ar)				
5412	13915						classe laborieuse					laborieuse																				clase trabajadora(es)	classe lavoratrice(it)	labouring class(en)	werkende klasse(nl)	werktätige Klasse(de)	طبقة عاملة(ar)				
5413	13916						classe ouvrière					ouvrière																				arbeidersklasse(nl)	Arbeiterklasse(de)	clase obrera(es)	classe operaia(it)	working class(en)	طبقة العُمال(ar)				
5414	13917						classe servile					servile																				clase servil(es)	classe dei servi(it)	dienende Klasse(de)	servile class(en)	slavenklasse(nl)	طبقة الرِّق(ar)				
5415	16302						plèbe												plébéien													plebe(en)	plebe(es)	plebe(it)	plebs(nl)	Plebs(de)	العوام(ar)	Classe populaire de la société romaine, opposée au patriciat (Lar.)			
5416	13912					classe dominante						dominante	riche																			clase dominante(es)	classe dominante(it)	hogere klasse(nl)	Oberschicht(de)	upper class(en)	طبقة سائدة(ar)				
5417	178456						bourgeoisie																																		
5418	13911						classe dirigeante					dirigeante																				clase dirigente(es)	classe dirigente(it)	herrschende Klasse(de)	leidende klasse(nl)	ruling class(en)	طبقة حاكمة (ar)				
5419	17655						élite																									elite(en)	elite(nl)	Elite(de)	élite(es)	élite(it)	نُخبة(ar)				
5420	15896						noblesse												noble													adel(nl)	Adel(de)	nobility(en)	nobiltà(it)	nobleza(es)	نبلاء(ar)				
5421	246268						notable																									Notable(es)						Les notables sont, au sein d'un groupe social, des personnalités d'un rang supposé important, destinés à avoir un ascendant particulier et une influence prépondérante sur les autres membres de la société. (WP le 21.12.2018)			
5422	14551				dépendance																											Abhängigkeit(de)	afhankelijkheid(nl)	dependence(en)	dependencia(es)	dipendenza(it)	تبعية(ar)				
5423	35810					abolition de l'esclavage						esclavage : abolition																				afschaffing van de slavernij(nl)	إلغاء الرَّق(ar)								
5424	13164					ambactitude													ambacte													ambactitude(en)	ambactitude(nl)	condición de ambactus(es)	condizione di ambactus(it)	Diensthörigkeit(de)	مُرَافَقَة محارب نبيل(ar)	Condition d'ambacte 			
5425	13428					asservissement																										asservimento(it)	avasallamiento(es)	bondage(en)	dienstbaarheid(nl)	Knechtung(de)	استعباد(ar)	Fait de réduire quelqu'un à la servitude, à un état de dépendance totale (Lar.)			
5426	13435					assujettissement																										assoggettamento(it)	onderwerping(nl)	subjection(en)	subyugamiento(es)	Unterwerfung(de)	إخضاع(ar)				
5427	13741					captivité													détention	prisonnier												captividad(es)	captivity(en)	cattività(it)	Gefangenschaft(de)	gevangenschap(nl)	أسْر(ar)				
5428	13926					clientélisme													clientèle													cliëntelisme(nl)	clientelismo(es)	clientelismo(it)	clientship(en)	Klientelismus(de)	محسوبية(ar)				
5429	14633					esclavage						servage							esclave													esclavitud(es)	schiavitù(it)	Sklaverei.(de)	slavernij(nl)	slavery(en)	عبودية(ar)				
5430	14634						esclavage comme peine												peine													esclavitud como pena(es)	schiavitù in quanto pena(it)	slavernij als straf(nl)	slavery as penalty(en)	Strafsklaverei(de)	عقاب بالاستعباد(ar)				
5431	14635						esclavage pour dette												dette													esclavitud por deuda(es)	schiavitù per debiti(it)	Schuldsklaverei(de)	schuldslavernij(nl)	slavery for debt(en)	استعباد لقاء ديون(ar)				
5432	36824						traite négrière					traite des Noirs							vente d'esclave													إتجار بالعبيد السود(ar)						Trafic d'esclaves noirs. (Lar.)			
5433	17483					vassalité																										leenplicht(nl)	vasallaje(es)	Vasallentum(de)	vassalage(en)	vassallaggio(it)	إقطاع(ar)				
5434	19614				hiérarchie																											gerarchia(it)	Hierarchie(de)	hiërarchie(nl)	hierarchy(en)	jerarquía(es)	تسلسل هرمي(ar)				
5435	177789	[nouveaux termes]																																				Nouveau sous-domaine destiné à l'insertion rapide de candidats en vue de la refonte de PACTOLS. Les TS correspondent à des termes de regroupement et ne doivent pas être utilisés pour l'indexation			
5436	177792		[acteurs-agents]																													agents(en)						Terme de regroupement en vue de la refonte du thésaurus. Ne pas utiliser pour l'indexation			
5437	177891			courtisan															courtisane	vie de cour																					
5438	178095			économe (personne)																																		Du grec ancien οἰκονόμος, oïkonomos. Administrateur des biens religieux, responsable d’économat (Wikipédia).	Ne pas utiliser pour l'ustensile de cuisine.		
5439	178131			témoin																																					
5440	178058			usurpateur								faux roi							pouvoir exécutif	roi	tyran																				
5441	177795		[divers]																													miscellaneous(en)						Terme de regroupement en vue de la refonte du thésaurus. Ne pas utiliser pour l'indexation			
5442	178093		[groupes et collectivités]																																			Ce terme désigne les relations de nature économique, religieuse, sportive, politique, nationale etc. qui émanent de l’action conjuguée d’au moins deux personnes. Ces relations doivent être fondées sur l’adhésion à des croyances, traditions, objectifs et/ou actions communes et présenter des caractéristiques organisationnelles. (Trad. BBT)	Terme de regroupement en vue de la refonte du thésaurus. Ne pas utiliser pour l'indexation. (fr)		
5443	178094			École de Cnide															Hippocrate	Corpus hippocratique																					
5444	177790		[objets conceptuels]																													conceptual objects(en)						Ce terme désigne les objets dont l’essence reste la même quel qu’en soit le support. Ce sont des produits de l’activité humaine qui s’appuient sur l’utilisation de procédés techniques ou électroniques (photo numérique, mesures géométriques) ou non (concepts, pensée). Le fait qu’ils soient matériels ne détermine pas leur identité. Les objets conceptuels ont la capacité à exister sur plus d’un seul support en même temps (photos, mémoire humaine, papier, signaux électroniques) sans que cela change leur identité. Au contraire toute altération de l’objet conceptuel (révision, recadrage) change la définition de son identité. (Trad. BBT)	Terme de regroupement en vue de la refonte du thésaurus. Ne pas utiliser pour l'indexation		
5445	178412			fait archéologique															site archéologique													feature (archaeology)(en)									
5446	178506			intelligence															intelligible/sensible	cognition												inteligencia(es)	intelligence(en)	intelligentie(nl)	Intelligenz(de)	intelligenza(it)	ذكاء(ar)	L'intelligence est l'ensemble des processus retrouvés dans des systèmes, plus ou moins complexes, vivants ou non, qui permettent de comprendre, d'apprendre ou de s'adapter à des situations nouvelles. (WP le 09/11/18)			
5447	15289				intellect							intelligence de l'homme							vie intellectuelle													intelecto(es)	intellect(en)	intellect(nl)	Intellekt(de)	intelletto(it)	الفكر(ar)				
5448	15291				intelligence artificielle							IA							analyse du discours	informatique	mathématique	neurosciences										artificial intelligence(en)	artificiële intelligentie(nl)	inteligencia artificial(es)	intelligenza artificiale(it)	künstliche Intelligenz(de)	الذكاء الاصطناعي(ar)				
5449	13136					aide au raisonnement																										assisted reasoning(en)	assisted reasoning(nl)	ayuda para el razonamiento(es)	computergestütztes Denken(de)	ragionamento assistito(it)	مساعدة في التفكير(ar)				
5450	16947					simulation																										simulación(es)	simulatie(nl)	simulation(en)	simulazione(it)	Simulierung(de)	محاكاة(ar)				
5451	17178					système expert																										Expertensystem(de)	expertsysteem(nl)	expert system(en)	sistema esperto(it)	sistema experto(es)	نظام متخصص(ar)				
5452	13060						Snark																									Snark(de)	Snark(en)	Snark(es)	Snark(it)	Snark(nl)	نظام سنارك(ar)				
5453	15292				intelligence divine														nature divine													divine intelligence(en)	goddelijke intelligentie(nl)	göttliche Intelligenz(de)	inteligencia divina(es)	intelligenza divina(it)	ذكاء إلهي(ar)				
5454	178414			signe clinique								signe médical	symptôme clinique	symptôme médical					médecine	diagnostic médical												clinical sign(en)	klinisch beeld(nl)	Klinisches Zeichen(de)	segno clinico(it)	signo clínico(es)	علامة سريرية(ar)	Un signe clinique ou signe médical est la manifestation d'une maladie, constatée objectivement par un médecin ou tout autre observateur. L'interprétation de cette observation permet au médecin « clinicien » de s'orienter vers un diagnostic. (WP le 19/10/18)			
5455	217691			thème littéraire								motif littéraire							littérature													tema letterario(it)	tema literario(es)	thema(nl)	Thema(de)	theme(en)		Le thème est, en littérature, un sujet abordé dans une œuvre, par exemple : l’absurde, l’ambition, l’amour, l’angoisse, l’argent, la courtoisie ou encore l’éducation. (WP le 22/11/18)			
5456	177791		[objets matériels]																													material things(en)						Ce terme désigne les types d’entités dotées d’une substance physique qui constituent des unités complètes et qui ont une forme aux contours relativement stables et comportant au moins une dimension. Ces unités peuvent être naturelles ou faites par l’homme (en ce qui concerne leur origine), simples ou complexes (en ce qui concerne leur composition) ou consister en parties. Ces parties peuvent être distinctes et indépendantes de l’unité dont elles font partie (grotte / montagne) ou peuvent être définies comme la somme de leurs parties (échiquier / pièces du jeu d’échecs). (Trad. BBT)	Terme de regroupement en vue de la refonte du thésaurus. Ne pas utiliser pour l'indexation		
5457	178490			entrave à bétail																												hobble(en)	traba(es)					Objet que l'on met aux jambes de certains animaux pour gêner leur déplacement (cnrtl)			
5458	177815			pétrole															huile	lampe												Erdöl(de)	petróleo(es)	petroleum(en)							
5459	177793		[processus naturels]																													natural processes(en)						Ce terme désigne tous les types de changements de situations ou d’entités résultant d’un phénomène naturel. (Trad. BBT)	Terme de regroupement en vue de la refonte du thésaurus. Ne pas utiliser pour l'indexation		
5460	20808			cognition								capacités mentales							anthropologie physique	vie intellectuelle	sciences cognitives	intelligence	cerveau									capacidades mentales(es)	capacità mentali(it)	conceptual capacities(en)	geestelijk vermogen(nl)	geistige Kapazitäten(de)	قدرات عقلية(ar)	La cognition est l'ensemble des processus mentaux qui se rapportent à la fonction de connaissance et mettent en jeu la mémoire, le langage, le raisonnement, l'apprentissage, l'intelligence, la résolution de problème, la prise de décision, la perception ou l'attention. (WP le 09/11/18)			
5461	246248			locomotion animale															bipédie													animal locomotion(en)	Fortbewegung(de)	locomoción animal(es)	locomozione(it)	الحركة في الحيوانات(ar)		faculté, pour un organisme vivant, de se mouvoir pour se déplacer. Des contraintes sont exercées sur ces organismes suivant le milieu, terrestre, aérien ou aquatique, dans lesquels ils se meuvent. La fonction locomotrice se traduit par un ensemble de mouvements qui entraînent le déplacement de l'être vivant : la progression quadrupède, bipède et apode, dont la reptation, en milieu terrestre, diverses formes de nage et de propulsion en milieu aquatique (système de propulsion par réaction des calmars) et les vols planés ou battus en milieu aérien. (WP le 17.12.2018)			
5462	178387			usure dentaire																												tooth wear(en)									
5463	177794		[processus non naturels-activités]																													activities(en)						Ce terme désigne les actions intentionnelles qui résultent en la création, conservation, production, modification ou destruction d’une entité (être vivant, objet conceptuel ou matériel, groupes, phénomènes sociaux, intellectuels, physiques etc.)  Les actions non intentionnelles, non conscientes et les processus naturels n’entrent pas dans cette catégorie. La notion d’objectif en est le point de départ. (Trad. du BBT)	Terme de regroupement en vue de la refonte du thésaurus. Ne pas utiliser pour l'indexation		
5464	178090			anthropologie économique															histoire économique	vie économique	science économique											antropologia economica(it)	antropología económica(es)	economic anthropology(en)	Wirtschaftsethnologie(de)	أنثروبولوجيا اقتصادية(ar)		L'anthropologie économique est un champ de la discipline anthropologique qui étudie les modes d'organisation collective par lesquels les sociétés humaines produisent et répartissent les biens nécessaires à leur vie matérielle et culturelle. (WP le 17/07/18)			
5465	178088			anthropologie funéraire															archéologie funéraire													funerary anthropology(en)									
5466	178085			anthropologie historique															ethnologie	géographie historique	histoire	histoire culturelle	histoire sociale	histoire-civilisation	historiographie	linguistique historique	vie quotidienne	vie sociale				historical anthropology(en)						L’anthropologie historique est un courant historiographique apparu vers la fin des années 1960, principalement en France où il est très lié à l’École des Annales, mais aussi au Royaume-Uni, et caractérisé par son intérêt pour les formes de la vie quotidienne et les phénomènes culturels (parenté, famille, enfance, alimentation, rituels et folklore, etc), par sa transdisciplinarité, et par l'influence de l'anthropologie structurale de Claude Lévi-Strauss (rôle des processus collectifs inconscients). (WP le 17/07/18)			
5467	178086			anthropologie politique															politique													Antropologia politica(it)	Antropología política(es)	Political anthropology(en)	Politische Anthropologie(de)	أنثروبولوجيا سياسية(ar)		L'anthropologie politique étudie les formes politiques des différents peuples du monde, considérant qu'elles sont liées aux structures des sociétés civiles. (WP le 17/07/18)			
5468	178084			anthropologie religieuse															Ecrivains chrétiens	textes religieux	ethnologie	mythe	mythologie	pratique religieuse	religion	rites	rituel	théologie	philosophie religieuse	histoire religieuse		anthropology of religion(en)	antropología de la religión(es)	antropologia delle religioni(it)	religieuze antropologie(nl)	Religionsanthropologie(de)		L'anthropologie religieuse est le domaine de l'anthropologie qui étudie le fait religieux, c'est-à-dire non seulement les pratiques ou les rites mais aussi les corpus théologiques savants ou non (mythes, textes sacrés, doctrine) propres à chaque tradition religieuse. (WP le 17/07/18)			
5469	217690			biogéographie historique															biologie	climatologie	géographie physique	pédologie	écologie									Biogeografia(it)	biogeografía(es)	biogeografie(nl)	Biogeographie(de)	biogeography(en)	جغرافيا حيوية(ar)	La biogéographie s'intéresse à la distribution des organismes vivant sur la Terre et cherche à expliquer les raisons de leur répartition géographique. Pour les écologues, la biogéographie est une sous-discipline de l'écologie. Pour les systématiciens (spécialistes de la classification du monde vivant), la manière d'aborder la biogéographie est différente puisqu'elle s'attache à l'histoire des faunes et des flores. Appelée alors biogéographie historique, celle-ci essaie d'expliquer les répartitions actuelles en fonction d'événements anciens. Elle s'intéresse donc aux phénomènes à grande échelle plutôt qu'aux colonisations locales étudiées par les écologues. Il s'agit alors davantage d'étudier l'histoire de la biosphère que les interactions des espèces au sein des communautés ou des écosystèmes. Dans ce domaine, les relations étroites entre l'histoire de la géographie physique et celle de la vie sont au centre du projet du biogéographe. (Universalis 2018) - La biogéographie est une branche à la croisée des sciences dites naturelles, de la géographie physique, pédologie, l'écologie, de la bioclimatologie et de la biologie de l'évolution qui étudie la vie à la surface du globe par des analyses descriptives et explicatives de la répartition des êtres vivants, et plus particulièrement des communautés d'êtres vivants. (WP le 22/11/18)			
5470	178087			criminologie								anthropologie criminelle	criminalogie	sociologie criminelle					sociologie	médecine légale	anthropologie médico-légale	crime																La criminologie est l'étude scientifique de la nature, des causes, du développement et du contrôle criminel à la fois d'un point de vue individuel et social. C'est un champ interdisciplinaire qui étudie le phénomène criminel et qui fait appel à de nombreuses disciplines allant de la psychologie, au droit en passant par la sociologie (en particulier dans le domaine de la sociologie de la déviance) ou l'économie. (WP le 17/07/18)			
5471	177894			culture matérielle															savoir	vie quotidienne												cultura material(es)	material culture(en)	materielle Kultur(de)	ثقافة مادية(ar)			La culture matérielle est l'aspect physique de la culture dans les objets et l'architecture qui entourent les gens. Il inclut l'usage, la consommation, la création et le commerce d'objets, ainsi que les comportements, les normes et les rituels auxquels ces objets participent. Ce terme est couramment utilisé dans les études archéologiques et anthropologiques, en se concentrant particulièrement sur les preuves matérielles qui peuvent être attribuées à la culture, dans le passé ou dans le présent. (Wikipedia le 05/07/18)			
5472	178004			évolution culturelle								transition culturelle							Antiquité après Antiquité	culture	anthropologie culturelle	expansion culturelle	histoire culturelle	hominisation	identité culturelle	relations culturelles	théorie de l'évolution														
5473	177900			fondamentalisme religieux															pratique religieuse	système religieux	terrorisme																	Tendance de certains adeptes d'une religion quelconque à revenir à ce qu'ils considèrent comme fondamental, originel. (Lar. 2018)			
5474	177921			géopolitique															diplomatie	géographie humaine	vie politique																	La géopolitique est l'étude des effets de la géographie (humaine et matérielle) sur la politique internationale et les relations internationales. (WP le 05/07/2018)			
5475	177945			gestion des ressources en eau								exploitation des ressources hydrauliques	gestion de l'eau	gestion intégrée de l'eau	ressources en eau				acquisition de ressource naturelle	approvisionnement en eau	eau	exploitation	hydraulique	aquaculture								gestión de recursos hídricos(es)	gestione delle risorse idriche(it)	Wasserwirtschaft(de)	waterbeheer(nl)	water resource management(en)	إدارة المياه(ar)	La gestion de l'eau est l'activité qui consiste à planifier, développer, distribuer et gérer l'utilisation optimale des ressources en eau, des points de vue qualitatif et quantitatif. (WP le 05/07/18)			
5476	178569			humanités numériques								DH	digital humanities	humanités digitales					art	informatique	littérature	sciences humaines	sociologie									digital humanities(en)	Digital Humanities(de)	humanidades digitales(es)	Informatica umanistica(it)	إنسانيات رقمية(ar)		Les humanités numériques sont un domaine de recherche, d'enseignement et d’ingénierie au croisement de l'informatique et des arts, lettres, sciences humaines et sciences sociales. (WP le 20/11/2018)			
5477	178392			intégration sociale								intégration (sociologie)							acculturation	immigration												integrazione sociale(it)	sociale integratie(nl)	social integration(en)	soziale Integration(de)	إدماج اجتماعي(ar)		L'intégration, en sociologie, décrit les modes d’attachement des membres à un groupe ou à une société.  Dans le débat public, ce terme fait souvent référence à l'intégration des personnes immigrées ou issues de l'immigration.(WP le 16/10/18)			
5478	178393			muséologie															muséographie													museologia(es)	museologia(it)	museology(en)	museumswissenschaft(de)			Discipline qui étudie les musées			
5479	177814			orientalisme															orientalisme scientifique													orientalism(en)	orientalismo(es)	Orientalismus(de)				Mouvement littéraire et artistique né en Europe occidentale au XVIIIe siècle. (Wikipédia)	Pour l'étude scientifique des langues et civilisations orientales voir : orientalisme scientifique		
5480	246206			processus créatif								processus de création							œuvres artistiques	art (conception)	artisanat	cosmogonie	psychologie	recherche	sciences cognitives													Le processus créatif est traditionnellement décrit comme une succession de phases, telles que la préparation (recherche de connaissances), l’exploration de différentes pistes (pensée divergente-exploratoire), l’incubation (période où l’individu est amené à combiner et synthétiser les différents éléments engendrant un insight), et enfin la vérification d’une réponse par rapport à la problématique initiale. (Universalis Edu). - Un processus créatif est un processus psychologique ou psycho-sociologique, volitif (conatif) et cognitif qui aboutit à une production jugée créative, innovante ou inventive. (WP le 03/12/18)			
5481	177808			sociologie															ethnologie	criminologie	humanités numériques											sociología(es)	sociology(en)	Soziologie(de)							
5482	178554			transfert de technologie								transfert technologique																				technologietransfer(de)	technology transfer(en)	transferencia tecnológica(es)	transferimento tecnologico(it)			« Le transfert technologique est le processus désignant le transfert formel à l’industrie de découvertes résultant de la recherche universitaire ou privée dans le but de les commercialiser sous la forme de nouveaux produits et/ou services. »(Wikipédia)			
5483	177885			vie intellectuelle								activité intellectuelle							intellect	intellectuel	organisation de la recherche	société savante	érudition	cognition	diffusion des connaissances																
5484	13370	art										Arts							histoire de l'art	iconographie	humanités numériques	objet d'art										art(en)	arte(es)	arte(it)	kunst(nl)	Kunst(de)	فن(ar)	Ensemble des oeuvres artistiques d'un pays, d'une époque (Lar.)			
5485	13241		antiquités																collection d'antiques													Altertümer(de)	antichità(it)	antigüedades(es)	antiquiteiten(nl)	antiquities(en)	حضارات قديمة(ar)	Terme à éviter (BL)			
